CUI,Hnum,DB_ref,refcode,disease,description,category,pathways,gene,pathogen,Env-factor,carcinogen,marker,drug,comment,other_DB
C0206651,H00052,MeSH,D018227,Clear cell sarcoma of soft tissue,"""Soft tissue sarcomas account for only about 1% of all malignant diseases and there are less than 8,700 new cases per year in the United States. Clear cell sarcoma (CCS), a highly malignant tumor of deep soft tissues is perhaps the rarest of these. CCS is characterized by the translocation t(12;22)(q13;q12). This translocation rearranges the ATF1 gene at 12q13 and the EWSR1 gene at 22q12, originating an EWSR1/ATF1 fusion gene. Given its specificity, this genetic aberration is considered pathognomonic for CCS and can be used as a diagnostic marker of this neoplasia.""",Cancer,,EWSR1-ATF1 (translocation) [HSA:2130 466] [KO:K13209 K09053],,,,"""EWSR1-ATF1 (translocation) [HSA:2130 466], S-100 [HSA:6271], HMB-45 (antibody), MART-1 [HSA:2315]""","""Doxorubicin [DG:DG00696], Dacarbazine [DG:DG00680], Ifosfamide [DR:D00343], Mesna [DR:D01459], Imatinib [DG:DG00710], Sunitinib [DG:DG00712]""","""ICD-O: 9044/3, Tumor type: Clear cell sarcoma of soft tissue""","""ICD-10: C49, MeSH: D018227"""
C0206655,H00037,MeSH,D018232,Alveolar rhabdomyosarcoma,"""Rhabdomyosarcomas (RMSs) are soft tissue sarcomas that are one of the most common neoplasms in children and adolescents. RMSs are presumed to be associated with the skeletal muscle lineage, although those tumors can be present in organs histologically lacking skeletal muscle, like prostate, urinary bladder or gallbladder. RMS comprises a heterogeneous into two major histologic subtypes, embryonal (ERMS) and alveolar (ARMS). Alveolar rhabdomyosarcoma (ARMS) is a pediatric sarcoma that typically occurs in older children predominantly arising in the trunk and extremities, and exhibits a worse prognosis than other types of RMSs. ARMS is associated with 2;13 or 1;13 chromosomal translocations, which generate PAX3-FOXO1A and PAX7-FOXO1A fusion products, respectively. These translocations result in altered expression, function, and subcellular localization of the fusion products relative to the wild-type proteins, and ultimately contribute to oncogenic behavior by modifying growth, differentiation, and apoptosis pathways.""",Cancer,,"""PAX3-FOXO1A (translocation) [HSA:5077 2308] [KO:K09381 K07201], PAX7-FOXO1A (translocation) [HSA:5081 2308] [KO:K09381 K07201], MDM2 (amplification) [HSA:4193] [KO:K06643], ATR (amplification) [HSA:545] [KO:K06640]""",,,,"""PAX3-FOXO1A (translocation) [HSA:5077 2308], PAX7-FOXO1A (translocation) [HSA:5081 2308], MyoD1 [HSA:4654], Myogenin [HSA:4656]""","""Doxorubicin [DG:DG00696], Dacarbazine [DG:DG00680], Ifosfamide [DR:D00343], Mesna [DR:D01459], Imatinib [DG:DG00710], Sunitinib [DG:DG00712]""","""ICD-O: 8920/3, Tumor type: Alveolar rhabdomyosarcoma""","""ICD-10: C49, MeSH: D018232"""
C0206657,H00051,MeSH,D018234,Alveolar soft part sarcoma,"""Alveolar soft part sarcoma (ASPS) is a rare, histologically distinctive soft-tissue sarcoma typically occurring in children and young adults. Although it displays a relatively indolent clinical course, the ultimate prognosis is poor and is often characterised by late metastases. ASPS is characterised by an unbalanced translocation: der(17)t(X:17)(p11;q25). This translocation causes the fusion of the TEF3 (transcription factor binding to IGHM enhancer 3) with a novel gene at 17q25, named ASPL. Translocation between chromosomes X and 17 is seen in all the tested cases, implicating transcriptional deregulation in the pathogenesis of this tumor.""",Cancer,,ASPL-TFE3 (translocation) [HSA:79058 7030] [KO:K15627 K09105],,,,ASPL-TFE3 (translocation) [HSA:79058 7030],"""Doxorubicin [DG:DG00696], Dacarbazine [DG:DG00680], Ifosfamide [DR:D00343], Mesna [DR:D01459], Imatinib [DG:DG00710], Sunitinib [DG:DG00712]""","""ICD-O: 9581/3, Tumor type: Alveolar soft part sarcoma""","""ICD-10: C49, MeSH: D018234"""
C0206698,H00046,MeSH,D018281,Cholangiocarcinoma,"""Cholangiocarcinoma is a highly malignant neoplasm that carries a poor prognosis and lacks effective therapy. It is the second most common primary hepatic tumor, and it is increasing in incidence and carries a high mortality. The tumor arises from the ductular epithelium of the biliary tree, either within the liver (intrahepatic cholangiocarcinoma: ICC) or more commonly from the extrahepatic bile ducts (extrahepatic cholangiocarcinoma). Several studies have demonstrated mutations resulting in overexpression of K-ras and p53 genes. These genetic alterations are associated with a more aggressive phenotype in this cancer. Many reports have implicated overexpression of the tyrosine kinase proto-oncogenes c-erbB-2 (HER-2/neu) and c-Met, as well as cyclo-oxygenase-2 (COX-2) activity in intrahepatic cholangiocarcinoma.""",Cancer,,"""K-ras (mutation) [HSA:3845] [KO:K07827], p53 (mutation) [HSA:7157] [KO:K04451], c-Met (overexpression) [HSA:4233] [KO:K05099], ERBB2 (overexpression, amplification) [HSA:2064] [KO:K05083], p16/INK4A (mutation) [HSA:1029] [KO:K06621], COX2 (overexpression) [HSA:5743] [KO:K11987]""",  Opisthorchis viverrini [GN:ovi],,"""Opisthorchis viverrini (infection with), Radium-224 and its decay products [CPD:C16455], *Chimney sweeping, *2,3,7,8-Tetrachlorodibenzo-para-dioxin [CPD:C07557], *Thorium-232 and its decay products, administered intravenously as a colloidal dispersion of thorium232 dioxide, *Tobacco smoking and tobacco smoke, *: Although this is a risk factor for liver cancer in general, the strength of association with different histological tumor types is not well understood.""",CA19-9 [GL:G12794],"""Fluorouracil [DG:DG00687], Streptozocin [DR:D05932], Gemcitabine [DG:DG00688], Leucovorin [DR:D01211]""","""ICD-O: 8160/3, Tumor type: Intrahepatic cholangiocarcinoma""","""ICD-10: C22, MeSH: D018281"""
C0206711,H00947,MeSH,D018296,"""Pilomatricoma, Epithelioma calcificans of Malherbe""",Pilomatricoma is a benign cutaneous tumor of follicular structures. It occurs either in isolation or in conjunction with other symptoms such as myotonic dystrophy and Rubenstein-Taybi syndrome. The histologic appearance of the tumor is characterized by cells resembling those of the hair follicle matrix and sometimes show differentiation toward the follicular infundibulum and surrounding sheath.,Skin and connective tissue disease,,CTNNB1 [HSA:1499] [KO:K02105],,,,,,,"""ICD-10: D23, MeSH: D018296, OMIM: 132600"""
C0206750,H01419,MeSH,D018352,Middle East respiratory syndrome (MERS),"""Middle East respiratory syndrome (MERS) is a severe viral illness caused by Middle East respiratory syndrome coronavirus (MERS-CoV), a novel coronavirus that emerged in the Middle East in 2012. Since then, MERS-CoV has caused an ongoing epidemic in the Arabian Peninsula with sporadic cases imported in Europe, North Africa, Southeast Asia, and the United States of America. MERS is often a lower respiratory tract disease associated with fever, cough, breathing difficulties, pneumonia that can progress to acute respiratory distress syndrome, multiorgan failure, and death among more than a third of those infected. Severe disease is usually found in older males and comorbidities are frequently present in cases of MERS.""",Infectious disease,,,  Middle East respiratory syndrome coronavirus [GN:T40090],,,,,,"""ICD-10: J20.8, MeSH: D018352"""
C0206752,H01545,MeSH,D018354,O'nyong-nyong fever,"""O'nyong-nyong fever is one of the mosquito-borne viral fevers. The disease is caused by o'nyong-nyong virus (ONNV), an alphavirus that is transmitted by anopheline mosquitoes. ONNV has been involved in large scale epidemics in Africa. Although no fatalities occurred, the 1959-1962 epidemic involved more than two million cases. In 1996, ONNV was the cause of another epidemic in Uganda after an absence of 35 years. ONNV produces symptoms such as fever, althralgia, and rash that generally last for less than one week. Analgesics and/or NSAIDs remain the main treatment options for the symptoms of arthritogenic alphaviral disease.""",Infectious disease,,,  O'nyong-nyong virus [GN:T40027],,,"""Serodiagnosis by IgM and IgG ELISA tests, PCR-based diagnosis""",Acetaminophen [DR:D00217],See also H00382 Mosquito-borne viral fevers.,"""ICD-10: A92.1, MeSH: D018354"""
C0206752,H01546,MeSH,D018354,Mayaro fever,"""Mayaro fever is one of the mosquito-borne viral fevers. The disease is caused by Mayaro virus (MAYV), an alphavirus that is transmitted by Haemagogus mosquitoes. MAYV was first isolated in 1954 and is enzootic in northern South America. The virus causes sporadic human cases and recurrent small outbreaks, usually associated with residence in, or travel to, humid tropical forests. MAYV produces symptoms such as fever, althralgia, and rash that generally last for less than one week. Analgesics and/or NSAIDs remain the main treatment options for the symptoms of arthritogenic alphaviral disease.""",Infectious disease,,,  Mayaro virus [GN:T40032],,,"""Serodiagnosis by IgM ELISA tests, PCR-based diagnosis""","""Acetaminophen [DR:D00217], Ibuprofen [DG:DG00245], Naproxen [DG:DG00455]""",See also H00382 Mosquito-borne viral fevers.,"""ICD-10: A92.8, MeSH: D018354"""
C0220597,H00007,MeSH,D006689,Hodgkin lymphoma,"""Hodgkin's lymphoma (HL) is one of the most frequent lymphomas in the Western world and often affects young adults. HL is subdivided into classical and nodular lymphocyte-predominant forms. About 95% of cases are classical HL, and 5% are nodular lymphocyte-predominant HL (NLPHL). A characteristic feature of HL is the rareness of the tumor cells, which are called Hodgkin's and Reed/Sternberg (HRS) cells in classical HL and lymphocytic and histiocytic (L&H) cells in NLPHL. These cells represent only about 1% of the cellular infiltrate, while the vast majority of infiltrating cells are T lymphocytes, histiocytes, eosinophilic granulocytes and plasma cells. HRS cells show constitutive activity of both the classical and alternative NF-{kappa}B signalling pathways, which is probably a major pathogenetic mechanism in Hodgkin's lymphoma. The NF-{kappa}B activity in HRS cells is probably mediated by diverse mechanisms: receptor signalling through CD40, RANK, BCMA, and TACI, genomic REL amplification, destructive mutations in IKBA and IKBE. In HL pathogenesis associated with Epstein-Barr virus infection, the activation of NF-{kappa}B is induced by viral latent membrane protein 1 (LMP1).""",Cancer,"""N00223  EBV EBNA1 to host-cell-protein inhibition, N00224  EBV EBNALP binding to host-cell-protein, N00225  EBV EBNA2 binding to host-cell-protein, N00226  EBV EBNA3A/3B to host-cell-protein inhibition, N00262  EBV EBNA3C to host-cell-protein inhibition, N00263  EBV EBNA3C to host-cell-protein activation, N00264  EBV EBNA3C binding to host-cell-protein, N00265  EBV LMP1 to host-cell-protein activation, N00266  EBV LMP2 to host-cell-protein inhibition""","""IKBA (mutation) [HSA:4792] [KO:K04734], IKBE (mutation) [HSA:4794] [KO:K05872], c-rel (amplification) [HSA:5966] [KO:K09254], CD95 (mutation) [HSA:355] [KO:K04390]""",  Human herpesvirus 4 (Epstein-Barr virus) [GN:T40079],,,"""CD30 [HSA:943], IL-10 [HSA:3586]""","""Doxorubicin (Adriamycin) [DG:DG00696], Bleomycin [DG:DG00705], Vinblastine [DG:DG00689], Dacarbazine (ABVD) [DG:DG00680], Mechlorethamine [DR:D07671], Etoposide [DG:DG00693], Vincristine [DG:DG00690], Prednisone [DG:DG00094], Cyclophosphamide [DG:DG00675], Procarbazine [DG:DG00706], Prednisone [DG:DG00094]""","""ICD-O: 9650/3, Tumor type: Classical Hodgkin lymphoma, ICD-O: 9663/3, Tumor type: Nodular sclerosis classical Hodgkin lymphoma, ICD-O: 9651/3, Tumor type: Lymphocyte-rich classical Hodgkin lymphoma, ICD-O: 9652/3, Tumor type: Mixed cellularity classical Hodgkin lymphoma, ICD-O: 9653/3, Tumor type: Lymphocyte-depleted classical Hodgkin lymphoma""","""ICD-10: C81, MeSH: D006689"""
C0220636,H01508,MeSH,D012468,Salivary gland cancer,Salivary gland carcinomas are rare tumours representing about 0.5% of all malignancies and less than 5 % of all head and neck cancers. These are a heterogeneous group of tumors that include 24 histologically distinct tumor types. Mucoepidermoid carcinoma (MEC) is the most common malignant salivary gland tumor in adults and children. The most common genetic alteration in MECs is a unique translocation t(11;19)(q21;p13) producing the MECT1-MAML2 fusion protein. This fusion transcript can activate transcription of targets in the Notch pathway. Epidermal growth factor receptor (EGFR) and human epidermal growth factor receptor 2 (HER2) overexpression is present in a minority of MECs and is associated with higher rate of metastasis and worse overall survival. Recent studies have evaluated the epidermal growth factor receptor family including EGFR and HER2 as potential therapeutic targets.,Cancer,,"""CRTC1-MAML2 (translocation) [HSA:23373 84441] [KO:K15309 K06061], MYB-NF1B (translocation) [HSA:4602 6928] [KO:K09420 K08034], ETV6-NTRK3 (translocation) [HSA:2120 4916] [KO:K03211 K05101], EGFR (overexpression) [HSA:1956] [KO:K04361], HER2 (overexpression) [HSA:2064] [KO:K05083], CDKN2A (deletion) [HSA:1029] [KO:K06621]""",,,,"""KIT [HSA:3815] [KO:05091], EGFR [HSA:1956] [KO:04361], HER2 [HSA:2064] [KO:05083], AR [HSA:367] [KO:08557]""","""Cisplatin [DR:D00275], Paclitaxel [DG:DG01430], Gemcitabine [DG:DG00688], Mitoxantrone [DG:DG00701], Vinorelbine [DG:DG00692], Anthracycline [DG:DG01682], Imatinib [DG:DG00710], Trastuzumab [DG:DG01358], Cetuximab [DR:D03455], Gefitinib [DR:D01977], Lapatinib [DG:DG00715]""","""ICD-O-3: 8430/3 mucoepidermoid carcinoma (MEC) , ICD-O-3: 8550/3 acinic cell carcinoma, ICD-O-3: 8200/3 adenoid cystic carcinoma , ICD-O-3: 8140/3 adenocarcinoma not otherwise specified (NOS) , ICD-O-3: 8525/3 polynorphous low grade adenocarcinoma, ICD-O-3: 8940/0 pleomorphic adenoma, ICD-O-3: 8500/3 salivary duct carcinoma, ICD-O-3: 8070/3 squamous cell carcinoma""","""ICD-10: C08.9, MeSH: D012468"""
C0220658,H01755,MeSH,D000168,Apert syndrome,"""Apert syndrome is a rare autosomal dominant disorder characterized by craniosynostosis, severe syndactyly of hands and feet, and dysmorphic facial features. Other frequent complications include cleft palate and learning disability. Over 98% of cases are caused by specific missense mutations of FGFR2, either Ser252Trp or Pro253Arg.""",Developmental disorder; Skeletal dysplasia,,FGFR2 [HSA:2263] [KO:K05093],,,,,,See also H00458 Craniosynostosis.,"""ICD-10: Q87.0, MeSH: D000168, OMIM:101200"""
